22860;214840760,214840760
23015;214558783,214558783
23025;214711670,214711670
23095;214826623,214826623
23115;214718274,214718274
23265;214585395,214585395
23380;214840762,214840762
23460;214820413,214820413
23515;214709685,214709685
23625;214839909,214839909
23965;214836761,214836761
24050;214658045,214658045
24240;214630042,214630042
24290;214539845,214539845
24740;214535471,214535471
24785;214832657,214832657
24860;214645618,214645618
25050;214832302,214832302
25060;214709792,214709792
25120;214685810,214685810
25340;214587720,214587720
25395;214591569,214591569
25495;214586595,214586595
25500;214774678,214774678
25535;214826608,214826608
25595;214821371,214821371
25960;214717003,214717003
26425;214545808,214545808
26430;214545808,214545808
26495;214685874,214685874
26500;214577057,214577057
26675;214819547,214819547
26715;214836407,214836407
26880;214829398,214829398
26905;214695135,214695135
26915;214712229,214712229
26930;214714835,214714835
27130;214600678,214600678
27245;214820255,214820255
27340;214716973,214716973
27355;214829285,214829285
27460;214821272,214821272
27490;214716995,214716995
27610;214586490,214586490
27710;214839313,214839313
27720;214835454,214835454
27810;214820392,214820392
27820;214546102,214546102
27855;214509013,214509013
27950;214709582,214709582
28005;214829282,214829282
28070;214717005,214717005
28185;214725551,214725551
28270;214832559,214832559
28280;214820261,214820261
28400;214699597,214699597
28425;214644962,214644962
28605;214820842,214820842
28655;214587307,214587307
28665;214820240,214820240
28830;214581909,214581909
28885;214600502,214600502
28900;214638485,214638485
28955;214826835,214826835
29115;214585633,214585633
29135;214675987,214675987
29160;214587290,214587290
29205;214744530,214744530
29220;214819528,214819528
29375;214774685,214774685
29395;214754625,214754625
29500;214705991,214705991
29650;214821339,214821339
29655;214536317,214536317
29660;214826801,214826801
29720;214539392,214539392
29730;214712235,214712235
29790;214691267,214691267
29865;214523700,214523700
29870;214512611,214512611
30030;214706216,214706216
30175;214828867,214828867
30260;214748188,214748188
30435;214687685,214687685
30645;214594680,214594680
30900;214539845,214539845
30920;214644433,214644433
30965;214820231,214820231
31105;214586857,214586857
31110;214842405,214842405
31145;214717005,214717005
31430;214839313,214839313
31485;214544535,214544535
31520;214587915,214587915
31525;214826955,214826955
31560;214677821,214677821
31770;214639798,214639798
32000;214664767,214664767
32065;214514291,214514291
32120;214821290,214821290
32165;214737337,214737337
32180;214586983,214586983
32355;214716986,214716986
32405;214833800,214833800
32585;214826955,214826955
32695;214705119,214705119
32705;214512425,214512425
32820;214826816,214826816
33130;214539523,214539523
33210;214573001,214573001
33325;214836819,214836819
33465;214819380,214819380
33525;214696708,214696708
33555;214515845,214515845
33605;214840412,214840412
33635;214587384,214587384
33840;214827030,214827030
33965;214690847,214690847
33990;214820237,214820237
34080;214827022,214827022
34130;214820394,214820394
34190;214826801,214826801
34405;214826803,214826803
34440;214532072,214532072
34465;214536388,214536388
34470;214821275,214821275
34495;214716982,214716982
34695;214820415,214820415
34740;214509135,214509135
34850;214716973,214716973
34875;214748336,214748336
35035;214691390,214691390
35210;214537496,214537496
35260;214550259,214550259
35265;214826715,214826715
35290;214586711,214586711
35310;214587005,214587005
35485;214540014,214540014
35525;214821030,214821030
35575;214820441,214820441
35610;214560354,214560354
35625;214541060,214541060
35690;214820842,214820842
35785;214820938,214820938
35830;214718160,214718160
35990;214826705,214826705
36060;214828867,214828867
36065;214828867,214828867
36070;214828867,214828867
36085;214743350,214743350
36560;214716977,214716977
36605;214826810,214826810
36660;214642314,214642314
36955;214674647,214674647
37090;214826705,214826705
37100;214698583,214698583
37140;214698583,214698583
37145;214716971,214716971
37185;214564708,214564708
37270;214508563,214508563
37405;214839313,214839313
37525;214748295,214748295
37585;214664565,214664565
37660;214572264,214572264
38080;214826627,214826627
38135;214836765,214836765
38205;214684093,214684093
38265;214718203,214718203
38405;214560354,214560354
38525;214641819,214641819
38635;214826900,214826900
38790;214551607,214551607
38855;214821290,214821290
38955;214717007,214717007
39050;214509084,214509084
39110;214695806,214695806
39140;214842262,214842262
39170;214664767,214664767
39250;214829282,214829282
39310;214829810,214829810
39515;214716935,214716935
39685;214551890,214551890
39740;214819612,214819612
39760;214832728,214832728
39765;214696560,214696560
39780;214716924,214716924
39795;214757379,214757379
39800;214534689,214534689
39840;214821024,214821024
3987
